Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_LOGRECNO,Geo_TRACT,pop,pop_density,MedH_Inc,NH_ac,pct_NH_ac,num_hh,pct_homeowner,pct_renters,pct_vacant,SE_T003_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_007,PCT_SE_T013_008,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,PCT_SE_T017_002,PCT_SE_T017_003,PCT_SE_T017_004,PCT_SE_T017_005,PCT_SE_T017_006,PCT_SE_T017_007,PCT_SE_T017_008,PCT_SE_T017_009,SE_T083_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T095_001,SE_T095_002,SE_T095_003,PCT_SE_T095_002
15003001600,14000US15003001600,"Census Tract 16, Honolulu County, Hawaii",343,1600,3817,15970.28,63689,100,2.62,1265,53.28,46.72,13.83,0.2390065,797,23,15,2151,66,665,20.88,0.6,0.39,56.35,1.73,17.42,907,614,293,152,141,358,161,197,71.7,48.54,23.16,12.02,11.15,28.3,12.73,15.57,33982,1468,1265,674,591,1468,1265,203,86.17
15003001700,14000US15003001700,"Census Tract 17, Honolulu County, Hawaii",344,1700,1871,3513.512,77169,0,0,1051,65.27,34.73,37.92,1.020467,1173,11,0,400,0,287,62.69,0.59,0,21.38,0,15.34,434,369,65,6,59,617,251,366,41.29,35.11,6.18,0.57,5.61,58.71,23.88,34.82,70708,1693,1051,686,365,1693,1051,642,62.08
15003001801,14000US15003001801,"Census Tract 18.01, Honolulu County, Hawaii",345,1801,1240,19030.6,40398,14,1.13,725,28.41,71.59,44.57,0.06515822,430,22,5,591,45,133,34.68,1.77,0.4,47.66,3.63,10.73,211,181,30,7,23,514,336,178,29.1,24.97,4.14,0.97,3.17,70.9,46.34,24.55,47900,1308,725,206,519,1308,725,583,55.43
15003001803,14000US15003001803,"Census Tract 18.03, Honolulu County, Hawaii",346,1803,2908,70248.43,48059,61,2.1,1700,26.82,73.18,27.97,0.05000178,1179,152,0,1174,46,296,40.54,5.23,0,40.37,1.58,10.18,684,517,167,81,86,1016,506,510,40.24,30.41,9.82,4.76,5.06,59.76,29.76,30,31928,2360,1700,456,1244,2360,1700,660,72.03
15003001804,14000US15003001804,"Census Tract 18.04, Honolulu County, Hawaii",347,1804,1541,27328.55,63281,49,3.18,807,37.92,62.08,37.15,0.05638791,681,9,0,531,26,245,44.19,0.58,0,34.46,1.69,15.9,393,332,61,38,23,414,282,132,48.7,41.14,7.56,4.71,2.85,51.3,34.94,16.36,39343,1284,807,306,501,1284,807,477,62.85
15003001901,14000US15003001901,"Census Tract 19.01, Honolulu County, Hawaii",348,1901,278,846.8443,56625,12,4.32,205,50.73,49.27,88.71,0.6723483,149,9,0,102,0,6,53.6,3.24,0,36.69,0,2.16,42,42,0,0,0,163,77,86,20.49,20.49,0,0,0,79.51,37.56,41.95,58547,1816,205,104,101,1816,205,1611,11.29
15003001903,14000US15003001903,"Census Tract 19.03, Honolulu County, Hawaii",349,1903,3086,86486.14,68491,171,5.54,1753,44.72,55.28,23.35,0.04021988,1328,17,0,1288,0,282,43.03,0.55,0,41.74,0,9.14,729,651,78,7,71,1024,553,471,41.59,37.14,4.45,0.4,4.05,58.41,31.55,26.87,47169,2287,1753,784,969,2287,1753,534,76.65
15003001904,14000US15003001904,"Census Tract 19.04, Honolulu County, Hawaii",350,1904,2986,67024.05,66875,140,4.69,1766,43.71,56.29,45.64,0.04455117,1552,34,0,887,77,296,51.98,1.14,0,29.71,2.58,9.91,769,668,101,63,38,997,514,483,43.54,37.83,5.72,3.57,2.15,56.46,29.11,27.35,52417,3249,1766,772,994,3249,1766,1483,54.36
15003002003,14000US15003002003,"Census Tract 20.03, Honolulu County, Hawaii",351,2003,2444,43974.04,55843,85,3.48,990,40,60,48.62,0.05557825,1165,116,0,869,6,203,47.67,4.75,0,35.56,0.25,8.31,360,249,111,28,83,630,343,287,36.36,25.15,11.21,2.83,8.38,63.64,34.65,28.99,26868,1927,990,396,594,1927,990,937,51.38
15003002004,14000US15003002004,"Census Tract 20.04, Honolulu County, Hawaii",352,2004,1286,25710.55,42439,109,8.48,758,31,69,26.62,0.06017518,512,0,0,469,41,155,39.81,0,0,36.47,3.19,12.05,229,193,36,0,36,529,261,268,30.21,25.46,4.75,0,4.75,69.79,34.43,35.36,29455,1033,758,235,523,1033,758,275,73.38
15003002005,14000US15003002005,"Census Tract 20.05, Honolulu County, Hawaii",353,2005,1822,45734.76,48582,43,2.36,1136,23.5,76.5,33.29,0.04718671,682,118,0,786,110,83,37.43,6.48,0,43.14,6.04,4.56,361,278,83,16,67,775,491,284,31.78,24.47,7.31,1.41,5.9,68.22,43.22,25,36645,1703,1136,267,869,1703,1136,567,66.71
15003002006,14000US15003002006,"Census Tract 20.06, Honolulu County, Hawaii",354,2006,1774,31124.14,56411,132,7.44,1017,48.18,51.82,43.56,0.06202615,823,37,12,636,0,134,46.39,2.09,0.68,35.85,0,7.55,388,259,129,19,110,629,339,290,38.15,25.47,12.68,1.87,10.82,61.85,33.33,28.52,38373,1802,1017,490,527,1802,1017,785,56.44
15003002100,14000US15003002100,"Census Tract 21, Honolulu County, Hawaii",355,2100,3696,8580.563,50458,427,11.55,1694,24.68,75.32,7.78,0.4535562,680,39,0,1747,32,771,18.4,1.06,0,47.27,0.87,20.86,772,492,280,44,236,922,479,443,45.57,29.04,16.53,2.6,13.93,54.43,28.28,26.15,30974,1837,1694,418,1276,1837,1694,143,92.22
15003002201,14000US15003002201,"Census Tract 22.01, Honolulu County, Hawaii",356,2201,3491,33650.61,47457,540,15.47,1702,28.97,71.03,15.74,0.1050302,589,60,0,1984,16,302,16.87,1.72,0,56.83,0.46,8.65,834,490,344,120,224,868,566,302,49,28.79,20.21,7.05,13.16,51,33.25,17.74,32613,2020,1702,493,1209,2020,1702,318,84.26
15003002202,14000US15003002202,"Census Tract 22.02, Honolulu County, Hawaii",357,2202,3332,36206.59,67750,224,6.72,1595,48.15,51.85,11.24,0.1079634,1030,24,0,1663,0,391,30.91,0.72,0,49.91,0,11.73,852,644,208,60,148,743,312,431,53.42,40.38,13.04,3.76,9.28,46.58,19.56,27.02,44779,1797,1595,768,827,1797,1595,202,88.76
15003002300,14000US15003002300,"Census Tract 23, Honolulu County, Hawaii",358,2300,5194,36810.3,46078,641,12.34,2475,29.62,70.38,12.48,0.1411651,667,32,0,2513,0,1341,12.84,0.62,0,48.38,0,25.82,1175,807,368,88,280,1300,699,601,47.47,32.61,14.87,3.56,11.31,52.53,28.24,24.28,26311,2828,2475,733,1742,2828,2475,353,87.52
15003002401,14000US15003002401,"Census Tract 24.01, Honolulu County, Hawaii",359,2401,3396,51973.62,43472,344,10.13,1451,18.26,81.74,4.98,0.06534085,491,182,0,1696,74,609,14.46,5.36,0,49.94,2.18,17.93,767,480,287,106,181,684,417,267,52.86,33.08,19.78,7.31,12.47,47.14,28.74,18.4,26087,1527,1451,265,1186,1527,1451,76,95.02
15003002402,14000US15003002402,"Census Tract 24.02, Honolulu County, Hawaii",360,2402,3242,32493.12,50357,367,11.32,1548,19.12,80.88,7.58,0.09977498,468,0,7,1828,11,561,14.44,0,0.22,56.38,0.34,17.3,738,543,195,63,132,810,383,427,47.67,35.08,12.6,4.07,8.53,52.33,24.74,27.58,29660,1675,1548,296,1252,1675,1548,127,92.42
15003002500,14000US15003002500,"Census Tract 25, Honolulu County, Hawaii",361,2500,4312,26328.2,36526,480,11.13,2070,21.01,78.99,6.84,0.1658239,490,14,0,2697,31,600,11.36,0.32,0,62.55,0.72,13.91,830,497,333,127,206,1240,517,723,40.1,24.01,16.09,6.14,9.95,59.9,24.98,34.93,26939,2222,2070,435,1635,2222,2070,152,93.16
15003002600,14000US15003002600,"Census Tract 26, Honolulu County, Hawaii",362,2600,4154,16203.64,45656,379,9.12,1787,30.05,69.95,13.5,0.2563622,803,12,6,2488,9,457,19.33,0.29,0.14,59.89,0.22,11,819,482,337,48,289,968,495,473,45.83,26.97,18.86,2.69,16.17,54.17,27.7,26.47,29209,2066,1787,537,1250,2066,1787,279,86.5
15003002701,14000US15003002701,"Census Tract 27.01, Honolulu County, Hawaii",363,2701,5278,9136.163,54659,386,7.31,584,37.67,62.33,17.51,0.5777043,1382,57,6,2182,15,1250,26.18,1.08,0.11,41.34,0.28,23.68,346,235,111,37,74,238,122,116,59.25,40.24,19.01,6.34,12.67,40.75,20.89,19.86,12456,708,584,220,364,708,584,124,82.49
15003002702,14000US15003002702,"Census Tract 27.02, Honolulu County, Hawaii",364,2702,5121,12849.11,60189,576,11.25,2037,42.02,57.98,8.28,0.398549,1078,38,0,2389,35,1005,21.05,0.74,0,46.65,0.68,19.63,956,732,224,74,150,1081,525,556,46.93,35.94,11,3.63,7.36,53.07,25.77,27.3,32640,2221,2037,856,1181,2221,2037,184,91.72
15003002800,14000US15003002800,"Census Tract 28, Honolulu County, Hawaii",365,2800,3648,4099.197,102132,101,2.77,1384,76.01,23.99,6.11,0.8899304,1105,2,0,1964,29,447,30.29,0.05,0,53.84,0.79,12.25,946,724,222,75,147,438,159,279,68.35,52.31,16.04,5.42,10.62,31.65,11.49,20.16,48599,1474,1384,1052,332,1474,1384,90,93.89
15003002900,14000US15003002900,"Census Tract 29, Honolulu County, Hawaii",366,2900,2380,5244.126,97644,54,2.27,893,42.22,57.78,4.08,0.4538411,805,10,0,1255,12,244,33.82,0.42,0,52.73,0.5,10.25,620,512,108,30,78,273,126,147,69.43,57.33,12.09,3.36,8.73,30.57,14.11,16.46,41929,931,893,377,516,931,893,38,95.92
15003003000,14000US15003003000,"Census Tract 30, Honolulu County, Hawaii",367,3000,4940,8588.646,119688,82,1.66,1502,64.65,35.35,6.3,0.575178,1402,0,0,2432,38,986,28.38,0,0,49.23,0.77,19.96,1040,875,165,48,117,462,180,282,69.24,58.26,10.99,3.2,7.79,30.76,11.98,18.77,46469,1603,1502,971,531,1603,1502,101,93.7
15003003101,14000US15003003101,"Census Tract 31.01, Honolulu County, Hawaii",368,3101,4108,1976.038,108550,63,1.53,1324,78.78,21.22,3.07,2.078907,613,9,0,2551,26,846,14.92,0.22,0,62.1,0.63,20.59,1004,745,259,75,184,320,170,150,75.83,56.27,19.56,5.66,13.9,24.17,12.84,11.33,42962,1366,1324,1043,281,1366,1324,42,96.93
15003003102,14000US15003003102,"Census Tract 31.02, Honolulu County, Hawaii",369,3102,3438,2286.491,110156,66,1.92,1145,82.45,17.55,4.58,1.503614,621,0,0,2318,0,433,18.06,0,0,67.42,0,12.59,883,679,204,44,160,262,103,159,77.12,59.3,17.82,3.84,13.97,22.88,9,13.89,46630,1200,1145,944,201,1200,1145,55,95.42
15003003200,14000US15003003200,"Census Tract 32, Honolulu County, Hawaii",370,3200,816,387.0577,114643,5,0.61,304,88.49,11.51,10.59,2.108213,313,5,0,270,6,217,38.36,0.61,0,33.09,0.74,26.59,188,171,17,6,11,116,60,56,61.84,56.25,5.59,1.97,3.62,38.16,19.74,18.42,64283,340,304,269,35,340,304,36,89.41
15003003300,14000US15003003300,"Census Tract 33, Honolulu County, Hawaii",371,3300,1233,5361.124,118594,205,16.63,395,84.05,15.95,5.05,0.2299891,162,4,0,639,3,220,13.14,0.32,0,51.82,0.24,17.84,288,207,81,34,47,107,77,30,72.91,52.41,20.51,8.61,11.9,27.09,19.49,7.59,46964,416,395,332,63,416,395,21,94.95
15003003403,14000US15003003403,"Census Tract 34.03, Honolulu County, Hawaii",372,3403,5551,41416.95,68846,438,7.89,2898,44.03,55.97,6.3,0.1340273,1304,189,0,2721,11,888,23.49,3.4,0,49.02,0.2,16,1310,1008,302,84,218,1588,730,858,45.2,34.78,10.42,2.9,7.52,54.8,25.19,29.61,36998,3093,2898,1276,1622,3093,2898,195,93.7
15003003404,14000US15003003404,"Census Tract 34.04, Honolulu County, Hawaii",373,3404,4739,46625.23,64070,206,4.35,2275,37.27,62.73,8.3,0.1016402,863,0,20,2591,20,1039,18.21,0,0.42,54.67,0.42,21.92,985,887,98,59,39,1290,751,539,43.3,38.99,4.31,2.59,1.71,56.7,33.01,23.69,37784,2481,2275,848,1427,2481,2275,206,91.7
15003003405,14000US15003003405,"Census Tract 34.05, Honolulu County, Hawaii",374,3405,3343,49515.79,45432,264,7.9,1847,28.91,71.09,7.7,0.06751382,962,19,0,1489,0,609,28.78,0.57,0,44.54,0,18.22,641,528,113,20,93,1206,539,667,34.7,28.59,6.12,1.08,5.04,65.3,29.18,36.11,32481,2001,1847,534,1313,2001,1847,154,92.3
15003003406,14000US15003003406,"Census Tract 34.06, Honolulu County, Hawaii",375,3406,6026,64786.25,51468,840,13.94,2782,33.79,66.21,9.85,0.09301355,906,44,0,2970,256,1010,15.03,0.73,0,49.29,4.25,16.76,1436,1032,404,146,258,1346,691,655,51.62,37.1,14.52,5.25,9.27,48.38,24.84,23.54,31815,3086,2782,940,1842,3086,2782,304,90.15
15003003407,14000US15003003407,"Census Tract 34.07, Honolulu County, Hawaii",376,3407,871,18224.91,55938,11,1.26,500,39.2,60.8,14.97,0.04779173,230,0,0,497,0,133,26.41,0,0,57.06,0,15.27,164,126,38,14,24,336,122,214,32.8,25.2,7.6,2.8,4.8,67.2,24.4,42.8,56554,588,500,196,304,588,500,88,85.03
15003003501,14000US15003003501,"Census Tract 35.01, Honolulu County, Hawaii",377,3501,2339,20343.2,54635,75,3.21,1258,38.95,61.05,10.46,0.114977,535,85,68,1238,36,302,22.87,3.63,2.91,52.93,1.54,12.91,533,421,112,28,84,725,300,425,42.37,33.47,8.9,2.23,6.68,57.63,23.85,33.78,43057,1405,1258,490,768,1405,1258,147,89.54
15003003502,14000US15003003502,"Census Tract 35.02, Honolulu County, Hawaii",378,3502,3546,21866.54,44782,102,2.88,2041,40.03,59.97,6.29,0.1621656,395,19,0,2579,11,440,11.14,0.54,0,72.73,0.31,12.41,727,516,211,38,173,1314,482,832,35.62,25.28,10.34,1.86,8.48,64.38,23.62,40.76,36823,2178,2041,817,1224,2178,2041,137,93.71
15003003601,14000US15003003601,"Census Tract 36.01, Honolulu County, Hawaii",379,3601,3706,25358.36,56023,227,6.13,1755,19.37,80.63,22.1,0.1461451,804,72,0,1958,28,617,21.69,1.94,0,52.83,0.76,16.65,768,557,211,50,161,987,540,447,43.76,31.74,12.02,2.85,9.17,56.24,30.77,25.47,32470,2253,1755,340,1415,2253,1755,498,77.9
15003003603,14000US15003003603,"Census Tract 36.03, Honolulu County, Hawaii",380,3603,3010,48219.05,26547,336,11.16,1671,18.85,81.15,9.97,0.06242346,426,44,0,1920,0,284,14.15,1.46,0,63.79,0,9.44,618,455,163,41,122,1053,387,666,36.98,27.23,9.75,2.45,7.3,63.02,23.16,39.86,24571,1856,1671,315,1356,1856,1671,185,90.03
15003003604,14000US15003003604,"Census Tract 36.04, Honolulu County, Hawaii",381,3604,2164,29633.98,45352,69,3.19,1259,28.75,71.25,18.46,0.07302427,275,43,0,1664,0,113,12.71,1.99,0,76.89,0,5.22,424,315,109,27,82,835,456,379,33.68,25.02,8.66,2.14,6.51,66.32,36.22,30.1,34052,1544,1259,362,897,1544,1259,285,81.54
15003003700,14000US15003003700,"Census Tract 37, Honolulu County, Hawaii",382,3700,6357,9496.011,79435,195,3.07,3084,53.96,46.04,27.79,1.041649,1852,53,0,3671,16,570,29.13,0.83,0,57.75,0.25,8.97,1746,1445,301,86,215,1338,665,673,56.61,46.85,9.76,2.79,6.97,43.39,21.56,21.82,56213,4271,3084,1664,1420,4271,3084,1187,72.21
15003003800,14000US15003003800,"Census Tract 38, Honolulu County, Hawaii",383,3800,4403,9769.186,63889,159,3.61,2268,41.09,58.91,13.4,0.5952803,1030,60,0,2576,0,578,23.39,1.36,0,58.51,0,13.13,1060,901,159,31,128,1208,453,755,46.74,39.73,7.01,1.37,5.64,53.26,19.97,33.29,51472,2619,2268,932,1336,2619,2268,351,86.6
15003003900,14000US15003003900,"Census Tract 39, Honolulu County, Hawaii",384,3900,286,740.0505,25774,30,10.49,229,25.76,74.24,1.72,0.5482894,84,0,0,136,0,36,29.37,0,0,47.55,0,12.59,3,3,0,0,0,226,135,91,1.31,1.31,0,0,0,98.69,58.95,39.74,44188,233,229,59,170,233,229,4,98.28
15003004000,14000US15003004000,"Census Tract 40, Honolulu County, Hawaii",385,4000,1144,9941.872,85729,24,2.1,664,34.94,65.06,31.33,0.1150689,462,36,0,485,0,137,40.38,3.15,0,42.4,0,11.98,282,250,32,2,30,382,222,160,42.47,37.65,4.82,0.3,4.52,57.53,33.43,24.1,64086,967,664,232,432,967,664,303,68.67
15003004100,14000US15003004100,"Census Tract 41, Honolulu County, Hawaii",386,4100,4136,15902.61,51493,777,18.79,2189,27.55,72.45,9.88,0.260083,635,27,0,1996,40,661,15.35,0.65,0,48.26,0.97,15.98,905,586,319,97,222,1284,638,646,41.34,26.77,14.57,4.43,10.14,58.66,29.15,29.51,29501,2429,2189,603,1586,2429,2189,240,90.12
15003004200,14000US15003004200,"Census Tract 42, Honolulu County, Hawaii",387,4200,3453,34556.79,71780,44,1.27,1861,49.97,50.03,9.57,0.09992247,941,33,0,1864,48,523,27.25,0.96,0,53.98,1.39,15.15,790,610,180,32,148,1071,507,564,42.45,32.78,9.67,1.72,7.95,57.55,27.24,30.31,50648,2058,1861,930,931,2058,1861,197,90.43
15003004300,14000US15003004300,"Census Tract 43, Honolulu County, Hawaii",388,4300,5348,10427.81,61408,437,8.17,2291,35.7,64.3,11.27,0.5128595,817,115,0,2665,77,1237,15.28,2.15,0,49.83,1.44,23.13,1264,973,291,94,197,1027,703,324,55.17,42.47,12.7,4.1,8.6,44.83,30.69,14.14,32734,2582,2291,818,1473,2582,2291,291,88.73
15003004400,14000US15003004400,"Census Tract 44, Honolulu County, Hawaii",389,4400,5855,4055.66,96900,1690,28.86,1538,81.34,18.66,5.99,1.443662,315,17,30,2205,0,1598,5.38,0.29,0.51,37.66,0,27.29,1214,876,338,137,201,324,144,180,78.93,56.96,21.98,8.91,13.07,21.07,9.36,11.7,28830,1636,1538,1251,287,1636,1538,98,94.01
15003004500,14000US15003004500,"Census Tract 45, Honolulu County, Hawaii",390,4500,5214,1750.633,88043,145,2.78,2160,61.67,38.33,11.62,3.064334,1215,73,0,2629,84,1068,23.3,1.4,0,50.42,1.61,20.48,1371,1248,123,26,97,789,269,520,63.47,57.78,5.69,1.2,4.49,36.53,12.45,24.07,56409,2444,2160,1332,828,2444,2160,284,88.38
15003004600,14000US15003004600,"Census Tract 46, Honolulu County, Hawaii",391,4600,3849,1458.438,103182,376,9.77,1198,76.79,23.21,6.26,2.645084,348,0,0,2345,0,780,9.04,0,0,60.92,0,20.27,914,701,213,26,187,284,113,171,76.29,58.51,17.78,2.17,15.61,23.71,9.43,14.27,43020,1278,1198,920,278,1278,1198,80,93.74
15003004700,14000US15003004700,"Census Tract 47, Honolulu County, Hawaii",392,4700,4999,9226.148,91603,231,4.62,1448,71.69,28.31,11.27,0.5418295,637,12,0,2977,31,1111,12.74,0.24,0,59.55,0.62,22.22,1034,806,228,30,198,414,232,182,71.41,55.66,15.75,2.07,13.67,28.59,16.02,12.57,37314,1632,1448,1038,410,1632,1448,184,88.73
15003004800,14000US15003004800,"Census Tract 48, Honolulu County, Hawaii",393,4800,7125,5284.868,72060,982,13.78,1653,56.02,43.98,7.65,1.348189,424,0,12,3905,0,1802,5.95,0,0.17,54.81,0,25.29,1327,842,485,134,351,326,123,203,80.28,50.94,29.34,8.11,21.23,19.72,7.44,12.28,22975,1790,1653,926,727,1790,1653,137,92.35
15003004900,14000US15003004900,"Census Tract 49, Honolulu County, Hawaii",394,4900,3135,19736.11,64196,217,6.92,891,46.91,53.09,11.61,0.1588459,134,14,0,2032,12,726,4.27,0.45,0,64.82,0.38,23.16,621,375,246,57,189,270,119,151,69.7,42.09,27.61,6.4,21.21,30.3,13.36,16.95,23515,1008,891,418,473,1008,891,117,88.39
15003005000,14000US15003005000,"Census Tract 50, Honolulu County, Hawaii",395,5000,4775,22562.02,61803,421,8.82,1597,43.08,56.92,2.44,0.2116388,445,31,11,3251,25,591,9.32,0.65,0.23,68.08,0.52,12.38,1010,563,447,201,246,587,261,326,63.24,35.25,27.99,12.59,15.4,36.76,16.34,20.41,26620,1637,1597,688,909,1637,1597,40,97.56
15003005100,14000US15003005100,"Census Tract 51, Honolulu County, Hawaii",396,5100,3287,44723.93,43269,47,1.43,1614,28.56,71.44,0.49,0.07349532,674,30,42,2273,0,221,20.51,0.91,1.28,69.15,0,6.72,782,551,231,52,179,832,472,360,48.45,34.14,14.31,3.22,11.09,51.55,29.24,22.3,31278,1622,1614,461,1153,1622,1614,8,99.51
15003005200,14000US15003005200,"Census Tract 52, Honolulu County, Hawaii",397,5200,2860,43431.2,29274,95,3.32,1386,0,100,0,0.07949574,128,118,0,2325,0,194,4.48,4.13,0,81.29,0,6.78,668,498,170,59,111,718,475,243,48.2,35.93,12.27,4.26,8.01,51.8,34.27,17.53,17892,1386,1386,0,1386,1386,1386,0,100
15003005300,14000US15003005300,"Census Tract 53, Honolulu County, Hawaii",398,5300,3954,29305.85,32768,201,5.08,1558,11.36,88.64,2.32,0.1349219,368,241,0,2405,107,632,9.31,6.1,0,60.82,2.71,15.98,817,598,219,82,137,741,318,423,52.44,38.38,14.06,5.26,8.79,47.56,20.41,27.15,19735,1595,1558,177,1381,1595,1558,37,97.68
15003005400,14000US15003005400,"Census Tract 54, Honolulu County, Hawaii",399,5400,1669,52316.97,22813,1153,69.08,427,0,100,2.51,0.03190169,16,8,0,316,24,152,0.96,0.48,0,18.93,1.44,9.11,357,155,202,21,181,70,20,50,83.61,36.3,47.31,4.92,42.39,16.39,4.68,11.71,8238,438,427,0,427,438,427,11,97.49
15003005500,14000US15003005500,"Census Tract 55, Honolulu County, Hawaii",400,5500,2091,25103.09,40313,95,4.54,595,29.92,70.08,4.49,0.08329652,128,42,0,1634,10,182,6.12,2.01,0,78.14,0.48,8.7,431,285,146,10,136,164,97,67,72.44,47.9,24.54,1.68,22.86,27.56,16.3,11.26,17934,623,595,178,417,623,595,28,95.51
15003005600,14000US15003005600,"Census Tract 56, Honolulu County, Hawaii",401,5600,7428,20562.91,53189,229,3.08,1859,32.81,67.19,2.36,0.3653693,133,0,0,5666,44,1356,1.79,0,0,76.28,0.59,18.26,1373,878,495,167,328,486,174,312,73.86,47.23,26.63,8.98,17.64,26.14,9.36,16.78,20197,1904,1859,610,1249,1904,1859,45,97.64
15003005700,14000US15003005700,"Census Tract 57, Honolulu County, Hawaii",402,5700,2420,1568.31,40682,386,15.95,858,15.97,84.03,8.72,2.294317,330,48,10,1214,0,432,13.64,1.98,0.41,50.17,0,17.85,449,309,140,44,96,409,280,129,52.33,36.01,16.32,5.13,11.19,47.67,32.63,15.03,20360,940,858,137,721,940,858,82,91.28
15003005800,14000US15003005800,"Census Tract 58, Honolulu County, Hawaii",403,5800,3290,16722.42,46250,252,7.66,997,34,66,0.99,0.1967418,58,0,18,2386,8,568,1.76,0,0.55,72.52,0.24,17.26,839,484,355,70,285,158,64,94,84.15,48.55,35.61,7.02,28.59,15.85,6.42,9.43,19288,1007,997,339,658,1007,997,10,99.01
15003005900,14000US15003005900,"Census Tract 59, Honolulu County, Hawaii",404,5900,4124,4988.059,49000,843,20.44,630,10.95,89.05,7.22,1.012515,446,118,7,1838,28,844,10.81,2.86,0.17,44.57,0.68,20.47,458,284,174,32,142,172,127,45,72.7,45.08,27.62,5.08,22.54,27.3,20.16,7.14,12604,679,630,69,561,679,630,49,92.78
15003006000,14000US15003006000,"Census Tract 60, Honolulu County, Hawaii",405,6000,6542,23657.38,73239,612,9.35,1289,28.24,71.76,3.52,0.276531,321,53,0,5103,0,453,4.91,0.81,0,78,0,6.92,1149,734,415,99,316,140,99,41,89.14,56.94,32.2,7.68,24.52,10.86,7.68,3.18,21764,1336,1289,364,925,1336,1289,47,96.48
15003006100,14000US15003006100,"Census Tract 61, Honolulu County, Hawaii",406,6100,4431,24116.88,92813,203,4.58,814,45.21,54.79,5.9,0.1837302,103,0,0,3438,102,585,2.32,0,0,77.59,2.3,13.2,711,424,287,99,188,103,61,42,87.35,52.09,35.26,12.16,23.1,12.65,7.49,5.16,26193,865,814,368,446,865,814,51,94.1
15003006201,14000US15003006201,"Census Tract 62.01, Honolulu County, Hawaii",407,6201,6433,30529.13,58897,1518,23.6,1548,35.98,64.02,1.02,0.2107168,161,18,0,3636,14,1086,2.5,0.28,0,56.52,0.22,16.88,1267,665,602,207,395,281,139,142,81.85,42.96,38.89,13.37,25.52,18.15,8.98,9.17,22644,1564,1548,557,991,1564,1548,16,98.98
15003006202,14000US15003006202,"Census Tract 62.02, Honolulu County, Hawaii",408,6202,1731,51791.98,23667,1359,78.51,370,2.97,97.03,12.32,0.03342216,26,22,0,89,21,214,1.5,1.27,0,5.14,1.21,12.36,322,153,169,26,143,48,0,48,87.03,41.35,45.68,7.03,38.65,12.97,0,12.97,7269,422,370,11,359,422,370,52,87.68
15003006301,14000US15003006301,"Census Tract 63.01, Honolulu County, Hawaii",409,6301,3966,13124.97,89356,215,5.42,843,63.46,36.54,5.17,0.3021721,151,19,0,3125,6,450,3.81,0.48,0,78.79,0.15,11.35,760,445,315,135,180,83,48,35,90.15,52.79,37.37,16.01,21.35,9.85,5.69,4.15,25227,889,843,535,308,889,843,46,94.83
15003006302,14000US15003006302,"Census Tract 63.02, Honolulu County, Hawaii",410,6302,3017,11818.18,45313,1365,45.24,616,19.81,80.19,5.08,0.2552846,65,0,0,875,3,709,2.15,0,0,29,0.1,23.5,584,342,242,45,197,32,18,14,94.81,55.52,39.29,7.31,31.98,5.19,2.92,2.27,13906,649,616,122,494,649,616,33,94.92
15003006401,14000US15003006401,"Census Tract 64.01, Honolulu County, Hawaii",411,6401,2431,31322.19,91875,241,9.91,445,53.48,46.52,0,0.07761271,29,38,0,1776,17,330,1.19,1.56,0,73.06,0.7,13.57,431,286,145,39,106,14,9,5,96.85,64.27,32.58,8.76,23.82,3.15,2.02,1.12,20673,445,445,238,207,445,445,0,100
15003006402,14000US15003006402,"Census Tract 64.02, Honolulu County, Hawaii",412,6402,7775,7949.99,106445,893,11.49,1479,62.41,37.59,4.76,0.9779887,262,17,0,5163,32,1408,3.37,0.22,0,66.41,0.41,18.11,1289,835,454,60,394,190,87,103,87.15,56.46,30.7,4.06,26.64,12.85,5.88,6.96,23848,1553,1479,923,556,1553,1479,74,95.24
15003006500,14000US15003006500,"Census Tract 65, Honolulu County, Hawaii",413,6500,4472,1195.032,101875,200,4.47,1050,61.24,38.76,4.46,3.742161,408,17,0,2949,0,898,9.12,0.38,0,65.94,0,20.08,855,541,314,113,201,195,119,76,81.43,51.52,29.9,10.76,19.14,18.57,11.33,7.24,29621,1099,1050,643,407,1099,1050,49,95.54
15003006600,14000US15003006600,"Census Tract 66, Honolulu County, Hawaii",414,6600,603,312.7804,110625,0,0,114,0,100,31.33,1.929081,387,104,7,35,34,36,64.18,17.25,1.16,5.8,5.64,5.97,106,97,9,0,9,8,8,0,92.98,85.09,7.89,0,7.89,7.02,7.02,0,34830,166,114,0,114,166,114,52,68.67
15003006701,14000US15003006701,"Census Tract 67.01, Honolulu County, Hawaii",415,6701,6369,834.8602,95801,670,10.52,1883,76.31,23.69,3.63,7.628822,696,95,9,3819,8,1072,10.93,1.49,0.14,59.96,0.13,16.83,1520,1184,336,127,209,363,113,250,80.72,62.88,17.84,6.74,11.1,19.28,6,13.28,35705,1954,1883,1437,446,1954,1883,71,96.37
