AREA,PERIMETER,Acres,AreaName,Island,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot,hazard,score,hazard_category,reason,hazard_full
1146.891,6.686,1146.89070273,Kailua,Maui,Low,NA,7,58,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
745.582,11.016,745.581856389,Keanae,Maui,Low,NA,4,54,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
620.184,5.035,620.18396663,Wailua,Maui,Low,NA,4,55,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
779.625,7.238,779.624810845,Nahiku,Maui,Low,NA,12,61,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
1365.031,7.566,1365.03052774,Kaeleku,Maui,Low,NA,1,52,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
4496.307,15.562,4496.30742656,Hana,Maui,Low,NA,7,55,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
1449.258,8.075,1449.25847157,Hamoa,Maui,Low,NA,1,52,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
1023.663,6.675,1023.66253619,Makaalae,Maui,Low,NA,9,58,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
548.606,4.644,548.605671335,Koali,Maui,Moderate,NA,23,61,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
2926.994,11.616,2926.99410162,Kipahulu,Maui,Extreme,NA,40,67,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
9703.898,17.356,9703.8981983,Kahikinui,Maui,Extreme,NA,40,72,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
1517.531,11.055,1517.53113025,Piiholo,Maui,Very High,NA,36,NA,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
2094.103,9.375,2094.10275761,Olinda,Maui,Very High,NA,36,65,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
1224.695,6.423,1224.69473523,Pukalani,Maui,Very High,NA,32,62,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
1782.893,8.247,1782.8931300900001,Kula,Maui,Moderate,NA,21,55,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
2634.497,11.793,2634.49708687,Lower Kula,Maui,Extreme,NA,40,64,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
1979.473,11.849,1979.47327013,Upper Kula,Maui,High,NA,36,62,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
3407.607,10.359,3407.60704164,Keokea-Waiohuli Hmstds,Maui,Very High,NA,36,63,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
2994.664,10.438,2994.66449781,Kula Hawaiian Hmstds,Maui,Extreme,NA,36,70,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
847.381,7.571,847.380518307,Makena,Maui,High,NA,36,62,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
6103.539,19.925,6103.5387345,Kihei,Maui,Extreme,NA,40,69,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
401.223,3.065,401.223294416,Ulupalakua,Maui,Extreme,NA,40,68,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
4819.731,14.974,4819.73121134,Waiakoa,Maui,Extreme,NA,40,70,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
4366.195,18.656,4366.19505236,Kaupo,Maui,Extreme,NA,40,NA,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
59.679,2,59.6794169859,Puuiki,Maui,Low,NA,11,NA,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
152.153,3.714,152.15263968,Haou,Maui,Low,NA,15,NA,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
9547.671,19.719,9547.67076717,Kanaio,Maui,Extreme,NA,40,NA,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
7072.593,19.772,7072.59313406,Ahihi-Kinai,Maui,High,NA,40,NA,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
186.345,8.837,186.345014554,Ukumehame-Firing Range,Maui,Extreme,NA,40,75,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
152.001,5.978,152.000875767,Olowalu Makai,Maui,Extreme,NA,40,62,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
774.821,6.151,774.821151561,Launiupoko Makai,Maui,Extreme,NA,40,65,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
8.403,0.625,8.40312976059,Olowalu Camp,Maui,Extreme,NA,40,62,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
1903.595,11.506,1903.59478382,Other,Maui,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
179.092,5.338,179.091526193,Kapalua Makai,Maui,Moderate,NA,22,47,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
784.144,6.873,784.143828947,Honolua Golf Course,Maui,Moderate,NA,0,NA,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
1315.631,13.895,1315.63146444,Honokohau,Maui,Moderate,NA,22,NA,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
213.588,3.038,213.587577443,Lahaina N Mauka,Maui,Extreme,NA,40,77,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
62.256,1.676,62.2564978254,Lahaina N Mauka Shops,Maui,Extreme,NA,40,77,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
253.858,3.687,253.857657559,Lahaina C Mauka,Maui,Extreme,NA,40,77,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
355.743,6.427,355.743262087,Lahaina Downtown,Maui,Extreme,NA,40,71,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
16.044,1.146,16.0436985269,Lahaina Elementary,Maui,Extreme,NA,40,71,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
142.695,1.917,142.695133315,Lahaina Water Plant,Maui,High,NA,40,77,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
25.194,1.062,25.1938606258,Lahaina Front St. Residences,Maui,Extreme,NA,40,71,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
158.627,2.297,158.626852158,Kaanapali S,Maui,Extreme,NA,36,63,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
377.064,4.482,377.064430109,Kaanapali Resort Area,Maui,Extreme,NA,36,63,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
78.528,2.951,78.5280272932,Napili Makai,Maui,Moderate,NA,24,60,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
45.487,1.288,45.4869940014,Maui Prep- Napili Mauka,Maui,Moderate,NA,24,NA,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
94.939,1.83,94.9392781512,Kahana Mauka,Maui,Moderate,NA,30,62,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
41.202,1.078,41.2018302214,Kapalani Estates,Maui,High,NA,30,NA,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
84.722,1.713,84.721679069,Mahinahina,Maui,High,NA,36,NA,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
51.423,1.978,51.4230957996,Kapalua Airport,Maui,High,NA,30,47,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
190.048,3.351,190.048289498,Waiehu Makai,Maui,Moderate,NA,30,61,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
182695.735,92.452,182346.470583,Kauai Interior,Kauai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
271.602,3.85,271.601788009,Lehua,Lehua,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
46044.508,51.915,46044.5081861,Niihau,Niihau,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
352541.973,252.917,212095.141164,Oahu Interior,Oahu,Unranked,non,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
455.893,4.907,455.893171553,Ford Island,Oahu,Unranked,non,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
512.154,4.492,512.153582033,Sand Island,Oahu,Unranked,Zone 4: Honolulu,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
87340.991,121.055,87340.9912951,Molokai Zone 1,Molokai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
19.726,1.229,19.7262982377,Molokini Atoll,Molokini Atoll,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
28548.177,43.129,28548.1766585,Kahoolawe,Kahoolawe,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
545457.986,194.999,545459.655482,Hawaii Island Zone 3,Hawaii Island,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
63348.567,75.622,63348.5666524,Kauai Zone 1,Kauai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
16084.131,48.944,16084.1308519,Kauai Zone 2,Kauai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
39656.516,98.466,40008.0421176,Kauai Zone 3,Kauai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
16122.243,47.417,16122.2429564,Kauai Zone 4,Kauai,Unranked,NA,0,NA,Un_Lands,0,Subdivision,NA,"Unmanaged, Untended, Undeveloped Lands"
154.469,2.416,154.469370772,Haena,Kauai,Low,NA,10,54,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
325.747,4.256,325.747082874,Wainiha,Kauai,Low,NA,10,55,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
582.924,6.54,582.923847372,Lumahai,Kauai,Low,NA,10,54,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
975.175,7.472,975.174924567,Hanalei,Kauai,Very Low,NA,10,49,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
1611.926,7.671,1611.92578088,Princeville,Kauai,Very Low,NA,10,49,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
867.859,5.729,867.85852018800006,Kalihiwai,Kauai,Low,NA,10,54,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
3133.52,10.442,3133.51997964,Kilauea,Kauai,Low,NA,10,57,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
501.169,4.922,501.168694091,Moloaa,Kauai,Extreme,NA,40,70,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
2452.606,9.73,2452.60595568,Papaa,Kauai,Very High,NA,40,67,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
258.263,2.716,258.26305422,Kealia,Kauai,Extreme,NA,40,69,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
2414.227,7.98,2414.22743634,Kapahi,Kauai,High,NA,40,66,Un_Lands,3,Subdivision,"Abundant unmanaged, vegetated corridors and vacant lots throughout community.  Agricultural lands irregularly maintained leaving dry weedy species causing increased ignition risk.  Numerous ladder fuels and high risk fuels. Greater than 75% of lots have not been developed or Separation of adjacent structures that can contribute to fire spread","Unmanaged, Untended, Undeveloped Lands"
2611.316,9.274,2611.31554615,Kapaa,Kauai,Extreme,NA,40,70,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
511.745,3.926,511.744671216,Waipouli,Kauai,Extreme,NA,40,70,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
536.209,3.988,536.208611409,Wailua House Lots,Kauai,High,NA,30,65,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
3146.009,14.011,3146.00931411,Wailua Homesteads,Kauai,Moderate,NA,10,62,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
483.471,3.464,483.470527762,Hanamaulu,Kauai,High,NA,30,65,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
4144.004,12.158,4144.00420973,Lihue,Kauai,Extreme,NA,40,70,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
507.635,3.639,507.635470018,Puhi,Kauai,Low,NA,30,58,Un_Lands,1,Subdivision,Few to no weedy vacant lots. Few to no undeveloped unmaintained vegetated areas or corridors between homes.  Less than 10% of lots remain undeveloped and pose an additional wildfire hazard due to lack of maintenance and/or restricted access.,"Unmanaged, Untended, Undeveloped Lands"
230.736,3.471,230.735663194,Niumalu,Kauai,Very High,NA,30,66,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
1287.549,10.7,1287.54914303,Poipu,Kauai,Extreme,NA,30,68,Un_Lands,2,Subdivision,"Some isolated unmaintained lots or undeveloped vegetated areas within subdivision.  10-50% of lots have not been developed and pose an additional wildfire hazard due to lack of maintenance and/or restricted access. Hazard ranking is dependent on ignition risk, size of area, and fuel type.","Unmanaged, Untended, Undeveloped Lands"
