AREA,PERIMETER,Acres,AreaName,Island,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot,hazard,score,hazard_category,reason
333.388,3.748,333.388124635,Kahakuloa Homesteads,Maui,Extreme,NA,40,75,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
699.331,6.679,699.330805536,Camp Maluhia,Maui,High,NA,40,NA,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
367.49,3.23,367.489908925,Waiehu Mauka,Maui,High,NA,30,68,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1863.142,12.506,1863.14156797,Wailuku,Maui,Extreme,NA,40,67,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
320.134,5.268,320.133578756,Wailuku Heights,Maui,Moderate,NA,19,56,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
246.596,3.789,246.596146579,Waikapu,Maui,Moderate,NA,21,58,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
4806.309,18.651,4806.30857416,Kahului,Maui,Extreme,NA,40,63,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
401.989,5.279,401.989430981,Spreckelsville,Maui,Low,NA,14,56,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
334.851,7.064,334.85059786,Paia,Maui,High,NA,30,62,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
64.237,1.891,64.2371954766,Kuau,Maui,Low,NA,12,57,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
97.948,2.107,97.9484819635,Hailimaile,Maui,High,NA,30,NA,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
10756.153,23.733,10756.1531142,Haiku,Maui,Low,NA,15,60,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1246.756,7.671,1246.75565197,Makawao,Maui,Very High,NA,32,62,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3082.464,14.079,3082.46360011,Huelo,Maui,Low,NA,7,58,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1146.891,6.686,1146.89070273,Kailua,Maui,Low,NA,7,58,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
745.582,11.016,745.581856389,Keanae,Maui,Low,NA,4,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
620.184,5.035,620.18396663,Wailua,Maui,Low,NA,4,55,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
779.625,7.238,779.624810845,Nahiku,Maui,Low,NA,12,61,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1365.031,7.566,1365.03052774,Kaeleku,Maui,Low,NA,1,52,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
4496.307,15.562,4496.30742656,Hana,Maui,Low,NA,7,55,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1449.258,8.075,1449.25847157,Hamoa,Maui,Low,NA,1,52,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1023.663,6.675,1023.66253619,Makaalae,Maui,Low,NA,9,58,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
548.606,4.644,548.605671335,Koali,Maui,Moderate,NA,23,61,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2926.994,11.616,2926.99410162,Kipahulu,Maui,Extreme,NA,40,67,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
9703.898,17.356,9703.8981983,Kahikinui,Maui,Extreme,NA,40,72,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1517.531,11.055,1517.53113025,Piiholo,Maui,Very High,NA,36,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2094.103,9.375,2094.10275761,Olinda,Maui,Very High,NA,36,65,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1224.695,6.423,1224.69473523,Pukalani,Maui,Very High,NA,32,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1782.893,8.247,1782.8931300900001,Kula,Maui,Moderate,NA,21,55,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2634.497,11.793,2634.49708687,Lower Kula,Maui,Extreme,NA,40,64,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1979.473,11.849,1979.47327013,Upper Kula,Maui,High,NA,36,62,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3407.607,10.359,3407.60704164,Keokea-Waiohuli Hmstds,Maui,Very High,NA,36,63,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
2994.664,10.438,2994.66449781,Kula Hawaiian Hmstds,Maui,Extreme,NA,36,70,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
847.381,7.571,847.380518307,Makena,Maui,High,NA,36,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
6103.539,19.925,6103.5387345,Kihei,Maui,Extreme,NA,40,69,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
401.223,3.065,401.223294416,Ulupalakua,Maui,Extreme,NA,40,68,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
4819.731,14.974,4819.73121134,Waiakoa,Maui,Extreme,NA,40,70,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
4366.195,18.656,4366.19505236,Kaupo,Maui,Extreme,NA,40,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
59.679,2,59.6794169859,Puuiki,Maui,Low,NA,11,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
152.153,3.714,152.15263968,Haou,Maui,Low,NA,15,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
9547.671,19.719,9547.67076717,Kanaio,Maui,Extreme,NA,40,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
7072.593,19.772,7072.59313406,Ahihi-Kinai,Maui,High,NA,40,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
186.345,8.837,186.345014554,Ukumehame-Firing Range,Maui,Extreme,NA,40,75,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
152.001,5.978,152.000875767,Olowalu Makai,Maui,Extreme,NA,40,62,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
774.821,6.151,774.821151561,Launiupoko Makai,Maui,Extreme,NA,40,65,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
8.403,0.625,8.40312976059,Olowalu Camp,Maui,Extreme,NA,40,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1903.595,11.506,1903.59478382,Other,Maui,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
179.092,5.338,179.091526193,Kapalua Makai,Maui,Moderate,NA,22,47,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
784.144,6.873,784.143828947,Honolua Golf Course,Maui,Moderate,NA,0,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1315.631,13.895,1315.63146444,Honokohau,Maui,Moderate,NA,22,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
213.588,3.038,213.587577443,Lahaina N Mauka,Maui,Extreme,NA,40,77,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
62.256,1.676,62.2564978254,Lahaina N Mauka Shops,Maui,Extreme,NA,40,77,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
253.858,3.687,253.857657559,Lahaina C Mauka,Maui,Extreme,NA,40,77,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
355.743,6.427,355.743262087,Lahaina Downtown,Maui,Extreme,NA,40,71,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
16.044,1.146,16.0436985269,Lahaina Elementary,Maui,Extreme,NA,40,71,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
142.695,1.917,142.695133315,Lahaina Water Plant,Maui,High,NA,40,77,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
25.194,1.062,25.1938606258,Lahaina Front St. Residences,Maui,Extreme,NA,40,71,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
158.627,2.297,158.626852158,Kaanapali S,Maui,Extreme,NA,36,63,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
377.064,4.482,377.064430109,Kaanapali Resort Area,Maui,Extreme,NA,36,63,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
78.528,2.951,78.5280272932,Napili Makai,Maui,Moderate,NA,24,60,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
45.487,1.288,45.4869940014,Maui Prep- Napili Mauka,Maui,Moderate,NA,24,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
94.939,1.83,94.9392781512,Kahana Mauka,Maui,Moderate,NA,30,62,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
41.202,1.078,41.2018302214,Kapalani Estates,Maui,High,NA,30,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
84.722,1.713,84.721679069,Mahinahina,Maui,High,NA,36,NA,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
51.423,1.978,51.4230957996,Kapalua Airport,Maui,High,NA,30,47,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
190.048,3.351,190.048289498,Waiehu Makai,Maui,Moderate,NA,30,61,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
182695.735,92.452,182346.470583,Kauai Interior,Kauai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
271.602,3.85,271.601788009,Lehua,Lehua,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
46044.508,51.915,46044.5081861,Niihau,Niihau,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
352541.973,252.917,212095.141164,Oahu Interior,Oahu,Unranked,non,0,NA,Strc_Den,0,Subdivision,NA
455.893,4.907,455.893171553,Ford Island,Oahu,Unranked,non,0,NA,Strc_Den,0,Subdivision,NA
512.154,4.492,512.153582033,Sand Island,Oahu,Unranked,Zone 4: Honolulu,0,NA,Strc_Den,0,Subdivision,NA
87340.991,121.055,87340.9912951,Molokai Zone 1,Molokai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
19.726,1.229,19.7262982377,Molokini Atoll,Molokini Atoll,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
28548.177,43.129,28548.1766585,Kahoolawe,Kahoolawe,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
545457.986,194.999,545459.655482,Hawaii Island Zone 3,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
63348.567,75.622,63348.5666524,Kauai Zone 1,Kauai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
16084.131,48.944,16084.1308519,Kauai Zone 2,Kauai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
39656.516,98.466,40008.0421176,Kauai Zone 3,Kauai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
16122.243,47.417,16122.2429564,Kauai Zone 4,Kauai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
154.469,2.416,154.469370772,Haena,Kauai,Low,NA,10,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
325.747,4.256,325.747082874,Wainiha,Kauai,Low,NA,10,55,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
582.924,6.54,582.923847372,Lumahai,Kauai,Low,NA,10,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
975.175,7.472,975.174924567,Hanalei,Kauai,Very Low,NA,10,49,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1611.926,7.671,1611.92578088,Princeville,Kauai,Very Low,NA,10,49,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
867.859,5.729,867.85852018800006,Kalihiwai,Kauai,Low,NA,10,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3133.52,10.442,3133.51997964,Kilauea,Kauai,Low,NA,10,57,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
501.169,4.922,501.168694091,Moloaa,Kauai,Extreme,NA,40,70,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2452.606,9.73,2452.60595568,Papaa,Kauai,Very High,NA,40,67,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
258.263,2.716,258.26305422,Kealia,Kauai,Extreme,NA,40,69,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2414.227,7.98,2414.22743634,Kapahi,Kauai,High,NA,40,66,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2611.316,9.274,2611.31554615,Kapaa,Kauai,Extreme,NA,40,70,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
511.745,3.926,511.744671216,Waipouli,Kauai,Extreme,NA,40,70,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
536.209,3.988,536.208611409,Wailua House Lots,Kauai,High,NA,30,65,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
3146.009,14.011,3146.00931411,Wailua Homesteads,Kauai,Moderate,NA,10,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
483.471,3.464,483.470527762,Hanamaulu,Kauai,High,NA,30,65,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
4144.004,12.158,4144.00420973,Lihue,Kauai,Extreme,NA,40,70,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
507.635,3.639,507.635470018,Puhi,Kauai,Low,NA,30,58,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
230.736,3.471,230.735663194,Niumalu,Kauai,Very High,NA,30,66,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1287.549,10.7,1287.54914303,Poipu,Kauai,Extreme,NA,30,68,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
722.412,5.204,722.411999728,Koloa,Kauai,Extreme,NA,30,69,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
655.603,4.746,655.603303148,Omao,Kauai,Low,NA,10,58,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
620.358,4.624,620.35756719,Lawai,Kauai,Low,NA,10,58,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1071.19,6.303,1071.18955284,Lower Kalaheo,Kauai,High,NA,10,65,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
77.51,1.519,77.5098232272,Numila,Kauai,Moderate,NA,30,78,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
515.505,5.359,515.505496099,Eleele,Kauai,Extreme,NA,30,68,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
556.311,5.78,556.310591976,Hanapepe,Kauai,Extreme,NA,30,74,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
105.966,1.596,105.96587149,Kaumakani,Kauai,Extreme,NA,10,73,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
92.299,1.502,92.2988784136,Pakala,Kauai,Extreme,NA,10,73,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
547.779,3.932,547.778883941,Waimea,Kauai,Extreme,NA,30,75,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
851.406,6.993,851.40625912,Kekaha,Kauai,Extreme,NA,30,71,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1889.779,12.713,1889.77873836,Mana,Kauai,Extreme,NA,30,68,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1057.642,6.595,1057.64158321,Kokee,Kauai,Extreme,NA,40,75,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
868.175,4.87,868.174607807,Anahola,Kauai,Extreme,NA,40,74,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
745.522,4.935,745.521566464,Upper Kalaheo,Kauai,Moderate,NA,10,59,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
280861.312,220.909,280861.31225,NA,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
336301.021,257.957,336301.021447,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
254155.603,134.159,254155.602723,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
276963.113,97.9,276963.11342,Hawaii Island Interior,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
382697.498,181.73,382697.498334,NA,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
3543.359,14.346,3543.35920267,Wainaku/Kaiwiki,Hawaii Island,Very Low,NA,16,49,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
4194.853,11.914,4194.85340413,Papaikou,Hawaii Island,Very Low,NA,16,47,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1295.669,5.944,1295.66939809,Pepeekeo,Hawaii Island,Very Low,NA,16,44,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3361.542,12.35,3361.54219863,Captain Cook Mauka,Hawaii Island,Very Low,NA,16,53,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5687.219,16.901,5687.21873322,Captain Cook Makai,Hawaii Island,Moderate,NA,16,57,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
2649.927,10.125,2649.92659849,Honaunau Makai,Hawaii Island,High,NA,16,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1440.79,6.563,1440.79000789,Honaunau Mauka,Hawaii Island,Very Low,NA,16,53,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
720.292,5.579,720.291823031,Mauna Lani,Hawaii Island,High,NA,40,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1050.819,8.288,1050.81866381,Waikoloa Resort,Hawaii Island,High,NA,40,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
3476.435,10.49,3476.4347168,Hualalai/Kukio,Hawaii Island,High,NA,30,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
3601.42,11.934,3601.41985447,Kalaoa Makai,Hawaii Island,Extreme,NA,30,68,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
7774.448,14.353,7774.44778873,Kalaoa Mauka,Hawaii Island,Extreme,NA,30,56,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
698.695,4.462,698.694972702,Puu O Hoku,Molokai,High,NA,10,67,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
391.988,4.185,391.987808111,Halawa,Molokai,Moderate,NA,10,63,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
32746.517,46.979,32746.5165914,Molokai Zone 2,Molokai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
2841.781,11.571,2841.78134957,Kalaupapa,Molokai,High,NA,10,66,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5211.228,12.59,5211.2280211,Kalae,Molokai,Fair-low,NA,10,61,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
10719.134,18.248,10719.1343067,Hoolehua,Molokai,Extreme,NA,40,73,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
11353.58,21.406,11353.5803582,Kaluakoi,Molokai,Extreme,NA,40,72,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
951.185,4.911,951.185317945,Mauna Loa,Molokai,Extreme,NA,40,70,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1779.265,7.638,1779.26530691,Kalamaula,Molokai,Extreme,NA,40,74,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2293.877,10.304,2293.87697112,Kaunakakai,Molokai,Extreme,NA,40,69,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1996.928,8.583,1996.92836984,Kawela,Molokai,Extreme,NA,40,69,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5014.477,20.791,5014.47696543,Kamalo,Molokai,Fair-low,NA,30,61,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
143.574,1.955,143.573694807,Kahakuloa,Maui,Extreme,NA,40,75,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
42057.523,41.08,42057.5234757,North Lanai,Lanai,Unranked,NA,0,NA,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
20255.633,31.118,20255.6329185,South Lanai,Lanai,Unranked,NA,0,0,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
829.495,6.077,829.495156629,Manele,Lanai,Moderate,NA,33,66,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1579.183,6.114,1579.18339031,Lanai City,Lanai,Low,NA,33,60,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
25570.999,26.757,25570.9985164,Lanai Zone 2,Lanai,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
281.633,2.641,281.632624336,Kapapala,Hawaii Island,High,NA,30,64,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1470.665,5.724,1470.66547424,Wood Valley,Hawaii Island,Low,NA,30,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
852.857,4.359,852.857060654,Pahala,Hawaii Island,High,NA,40,64,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
582.889,4.866,582.889349678,Punaluu,Hawaii Island,Extreme,NA,40,68,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
5089.504,13.157,5089.50385901,Naalehu,Hawaii Island,Extreme,NA,30,66,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
2201.273,7.905,2201.27333113,Discovery Harbor,Hawaii Island,Extreme,NA,30,72,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3637.48,10.562,3637.47976147,Waiohinu,Hawaii Island,Very High,NA,16,64,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
8109.243,18.467,8109.24335036,South Point,Hawaii Island,Extreme,NA,40,70,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
15507.211,19.667,15507.2108122,Hawaiian Ocean View Estates,Hawaii Island,Extreme,NA,16,71,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
9844.796,15.956,9844.79638461,Rancho Estates,Hawaii Island,Extreme,NA,16,69,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
18862.067,30.071,18862.0667233,Honomalino,Hawaii Island,Very High,NA,16,64,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2510.223,8.42,2510.22339633,Milolii,Hawaii Island,High,NA,16,63,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
17027.057,33.954,17027.0565687,Hookena,Hawaii Island,Extreme,NA,16,62,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2155.978,8.852,2155.97755552,Kealakekua Makai,Hawaii Island,High,NA,30,62,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
1648.137,7.427,1648.1370431,Kainaliu Makai,Hawaii Island,Moderate,NA,30,61,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
2924.503,9.735,2924.50285737,Keauhou Makai,Hawaii Island,Moderate,NA,30,59,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
15356.859,32.113,15356.8590089,Kailua Kona,Hawaii Island,Very High,NA,40,64,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
6790.796,15.487,6790.79618062,Holualoa,Hawaii Island,Low,NA,16,55,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3653.027,12.201,3653.02706373,Kaloko Makai,Hawaii Island,Very High,NA,16,65,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
70.179,1.383,70.179015601,Kilauea Military Camp,Hawaii Island,Very High,NA,37,NA,Strc_Den,0,Subdivision,NA
4296.811,11.358,4296.810561,Kalapana,Hawaii Island,Very High,NA,30,63,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5679.871,13.94,5679.87141934,Opihikau-Pohoiki,Hawaii Island,High,NA,30,60,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
712.609,4.256,712.609068898,Blacksands Subdivision,Hawaii Island,Low,NA,30,54,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
1448.418,7.027,1448.41831571,Kahena,Hawaii Island,High,NA,30,58,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5381.214,12.209,5381.21381624,Leilani Estates,Hawaii Island,Very Low,NA,30,47,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2152.537,9.483,2152.53699838,Kapoho,Hawaii Island,High,NA,16,61,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2909.216,8.486,2909.21584636,Nanawale,Hawaii Island,Very Low,NA,16,53,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
4038.17,9.574,4038.16954544,Pahoa,Hawaii Island,Very Low,NA,16,47,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
803.629,5.579,803.629441747,Waa Waa,Hawaii Island,Moderate,NA,30,58,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
2808.181,9.956,2808.18143888,Hawaiian Beaches,Hawaii Island,Very Low,NA,40,50,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
2124.501,7.391,2124.50111635,Makuu,Hawaii Island,Very Low,NA,30,49,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
6547.587,14.474,6547.58661285,Makuu,Hawaii Island,Very Low,NA,0,49,Strc_Den,0,Subdivision,NA
10058.224,16.918,10058.2244601,Paradise Park,Hawaii Island,Very Low,NA,30,49,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
3508.596,9.765,3508.59649794,Ainaloa,Hawaii Island,Low,NA,30,54,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
23089.943,30.779,23089.9430338,Kurtistown,Hawaii Island,Very Low,NA,16,49,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
25450.121,27.307,25450.1209659,Mountain View,Hawaii Island,Very Low,NA,16,45,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
28999.701,27.771,28999.7013963,Glenwood,Hawaii Island,Low,NA,16,53,Strc_Den,3,Subdivision,Dense structures with high ignition probability.
7823.198,16.661,7823.19843746,Kulani,Hawaii Island,Low,NA,16,44,Strc_Den,1,Subdivision,Low structure density and low ignition probability.
5192.92,12.143,5192.9204257,Keaau,Hawaii Island,Very Low,NA,16,49,Strc_Den,2,Subdivision,"Density and ignition probability are both moderate, or one is high but is balanced by the other being low."
14819.96,29.159,14819.9602603,NA,Hawaii Island,Unranked,NA,0,NA,Strc_Den,0,Subdivision,NA
